,award_company,award_type,movie,person,year
2214,golden_globe,best_actor,Moneyball,Brad Pitt,2011
2215,golden_globe,best_actor,Arbitrage,Richard Gere,2012
2216,golden_globe,best_actor,The Sessions,John Hawkes,2012
2217,golden_globe,best_actor,The Master,Joaquin Phoenix,2012
2218,golden_globe,best_actor,Flight,Denzel Washington,2012
2219,golden_globe,best_actor,12 Years a Slave,Chiwetel Ejiofor,2013
2220,golden_globe,best_actor,Mandela: Long Walk to Freedom,Idris Elba,2013
2221,golden_globe,best_actor,Captain Phillips,Tom Hanks,2013
2222,golden_globe,best_actor,All Is Lost,Robert Redford,2013
2223,golden_globe,best_actor,Foxcatcher,Steve Carell,2014
2224,golden_globe,best_actor,The Imitation Game,Benedict Cumberbatch,2014
2225,golden_globe,best_actor,Nightcrawler,Jake Gyllenhaal,2014
2226,golden_globe,best_actor,Selma,David Oyelowo,2014
2227,golden_globe,best_actor,Trumbo,Bryan Cranston,2015
2228,golden_globe,best_actor,Steve Jobs,Michael Fassbender,2015
2229,golden_globe,best_actor,The Danish Girl,Eddie Redmayne,2015
2230,golden_globe,best_actor,Concussion,Will Smith,2015
2231,golden_globe,best_actor,Loving,Joel Edgerton,2016
2232,golden_globe,best_actor,Hacksaw Ridge,Andrew Garfield,2016
2233,golden_globe,best_actor,Captain Fantastic,Viggo Mortensen,2016
2234,golden_globe,best_actor,Fences,Denzel Washington,2016
2235,golden_globe,best_actor,Call Me by Your Name,Timothée Chalamet,2017
2236,golden_globe,best_actor,Phantom Thread,Daniel Day-Lewis,2017
2237,golden_globe,best_actor,The Post,Tom Hanks,2017
2238,golden_globe,best_actor,"Roman J. Israel, Esq.",Denzel Washington,2017
2239,golden_globe,best_actor,A Star Is Born,Bradley Cooper,2018
2240,golden_globe,best_actor,At Eternity's Gate,Willem Dafoe,2018
2241,golden_globe,best_actor,Boy Erased,Lucas Hedges,2018
2242,golden_globe,best_actor,BlacKkKlansman,John David Washington,2018
2243,golden_globe,best_actor,Ford v. Ferrari,Christian Bale,2019
2244,golden_globe,best_actor,Pain and Glory,Antonio Banderas,2019
2245,golden_globe,best_actor,Marriage Story,Adam Driver,2019
2246,golden_globe,best_actor,The Two Popes,Jonathan Pryce,2019
2247,golden_globe,best_actor,Sound of Metal,Riz Ahmed,2020
2248,golden_globe,best_actor,The Father,Anthony Hopkins,2020
2249,golden_globe,best_actor,Mank,Gary Oldman,2020
2250,golden_globe,best_actor,The Mauritanian,Tahar Rahim,2020
2251,golden_globe,best_actor,Swan Song,Mahershala Ali,2021
2252,golden_globe,best_actor,Being the Ricardos,Javier Bardem,2021
2253,golden_globe,best_actor,The Power of the Dog,Benedict Cumberbatch,2021
2254,golden_globe,best_actor,The Tragedy of Macbeth,Denzel Washington,2021
2255,golden_globe,best_actress,"Edward, My Son",Deborah Kerr,1949
2256,golden_globe,best_actress,All About Eve,Bette Davis,1950
2257,golden_globe,best_actress,Born Yesterday,Judy Holliday,1950
2258,golden_globe,best_actress,A Streetcar Named Desire,Vivien Leigh,1951
2259,golden_globe,best_actress,A Place in the Sun,Shelley Winters,1951
2260,golden_globe,best_actress,Sudden Fear,Joan Crawford,1952
2261,golden_globe,best_actress,My Cousin Rachel,Olivia de Havilland,1952
2262,golden_globe,best_actress,Baby Doll,Carroll Baker,1956
2263,golden_globe,best_actress,Anastasia,Helen Hayes,1956
2264,golden_globe,best_actress,War and Peace,Audrey Hepburn,1956
2265,golden_globe,best_actress,The Rainmaker,Katharine Hepburn,1956
2266,golden_globe,best_actress,Witness for the Prosecution,Marlene Dietrich,1957
2267,golden_globe,best_actress,"Heaven Knows, Mr. Allison",Deborah Kerr,1957
2268,golden_globe,best_actress,Wild Is the Wind,Anna Magnani,1957
2269,golden_globe,best_actress,A Hatful of Rain,Eva Marie Saint,1957
2270,golden_globe,best_actress,The Inn of the Sixth Happiness,Ingrid Bergman,1958
2271,golden_globe,best_actress,Separate Tables,Deborah Kerr,1958
2272,golden_globe,best_actress,Some Came Running,Shirley MacLaine,1958
2273,golden_globe,best_actress,Home Before Dark,Jean Simmons,1958
2274,golden_globe,best_actress,The Nun's Story,Audrey Hepburn,1959
2275,golden_globe,best_actress,"Suddenly, Last Summer",Katharine Hepburn,1959
2276,golden_globe,best_actress,Anatomy of a Murder,Lee Remick,1959
2277,golden_globe,best_actress,Room at the Top,Simone Signoret,1959
2278,golden_globe,best_actress,Midnight Lace,Doris Day,1960
2279,golden_globe,best_actress,The World of Suzie Wong,Nancy Kwan,1960
2280,golden_globe,best_actress,Elmer Gantry,Jean Simmons,1960
2281,golden_globe,best_actress,BUtterfield 8,Elizabeth Taylor,1960
2282,golden_globe,best_actress,Fanny,Leslie Caron,1961
2283,golden_globe,best_actress,The Children's Hour,Shirley MacLaine,1961
2284,golden_globe,best_actress,A Raisin in the Sun,Claudia McNeil,1961
2285,golden_globe,best_actress,Splendor in the Grass,Natalie Wood,1961
2286,golden_globe,best_actress,The Miracle Worker,Anne Bancroft,1962
2287,golden_globe,best_actress,What Ever Happened to Baby Jane?,Bette Davis,1962
2288,golden_globe,best_actress,Long Day's Journey into Night,Katharine Hepburn,1962
2289,golden_globe,best_actress,The Chapman Report,Glynis Johns,1962
2290,golden_globe,best_actress,Phaedra,Melina Mercouri,1962
2291,golden_globe,best_actress,Days of Wine and Roses,Lee Remick,1962
2292,golden_globe,best_actress,Hemingway's Adventures of a Young Man,Susan Strasberg,1962
2293,golden_globe,best_actress,Lolita,Shelley Winters,1962
2294,golden_globe,best_actress,Freud: The Secret Passion,Susannah York,1962
2295,golden_globe,best_actress,The Caretakers,Polly Bergen,1963
2296,golden_globe,best_actress,Toys in the Attic,Geraldine Page,1963
2297,golden_globe,best_actress,This Sporting Life,Rachel Roberts,1963
2298,golden_globe,best_actress,The Cardinal,Romy Schneider,1963
2299,golden_globe,best_actress,The Paper Man,Alida Valli,1963
2300,golden_globe,best_actress,The Conjugal Bed,Marina Vlady,1963
2301,golden_globe,best_actress,Love with the Proper Stranger,Natalie Wood,1963
2302,golden_globe,best_actress,The Night of the Iguana,Ava Gardner,1964
2303,golden_globe,best_actress,Circus World,Rita Hayworth,1964
2304,golden_globe,best_actress,Dear Heart,Geraldine Page,1964
2305,golden_globe,best_actress,Lilith,Jean Seberg,1964
2306,golden_globe,best_actress,Darling,Julie Christie,1965
2307,golden_globe,best_actress,A Patch of Blue,Elizabeth Hartman,1965
2308,golden_globe,best_actress,Ship of Fools,Simone Signoret,1965
2309,golden_globe,best_actress,Othello,Maggie Smith,1965
2310,golden_globe,best_actress,The Shop on Main Street,Ida Kaminska,1966
2311,golden_globe,best_actress,Born Free,Virginia McKenna,1966
2312,golden_globe,best_actress,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,1966
2313,golden_globe,best_actress,This Property Is Condemned,Natalie Wood,1966
2314,golden_globe,best_actress,Bonnie and Clyde,Faye Dunaway,1967
2315,golden_globe,best_actress,Wait Until Dark,Audrey Hepburn,1967
2316,golden_globe,best_actress,Guess Who's Coming to Dinner,Katharine Hepburn,1967
2317,golden_globe,best_actress,The Fox,Anne Heywood,1967
2318,golden_globe,best_actress,Rosemary's Baby,Mia Farrow,1968
2319,golden_globe,best_actress,The Lion in Winter,Katharine Hepburn,1968
2320,golden_globe,best_actress,Isadora,Vanessa Redgrave,1968
2321,golden_globe,best_actress,The Killing of Sister George,Beryl Reid,1968
2322,golden_globe,best_actress,"They Shoot Horses, Don't They?",Jane Fonda,1969
2323,golden_globe,best_actress,The Sterile Cuckoo,Liza Minnelli,1969
2324,golden_globe,best_actress,The Happy Ending,Jean Simmons,1969
2325,golden_globe,best_actress,The Prime of Miss Jean Brodie,Maggie Smith,1969
2326,golden_globe,best_actress,Puzzle of a Downfall Child,Faye Dunaway,1970
2327,golden_globe,best_actress,Women in Love,Glenda Jackson,1970
2328,golden_globe,best_actress,Promise at Dawn,Melina Mercouri,1970
2329,golden_globe,best_actress,Ryan's Daughter,Sarah Miles,1970
2330,golden_globe,best_actress,Such Good Friends,Dyan Cannon,1971
2331,golden_globe,best_actress,"Mary, Queen of Scots",Glenda Jackson,1971
2332,golden_globe,best_actress,,,1971
2333,golden_globe,best_actress,Play Misty for Me,Jessica Walter,1971
2334,golden_globe,best_actress,Lady Sings the Blues,Diana Ross,1972
2335,golden_globe,best_actress,Sounder,Cicely Tyson,1972
2336,golden_globe,best_actress,One Is a Lonely Number,Trish Van Devere,1972
2337,golden_globe,best_actress,Play It as It Lays,Tuesday Weld,1972
2338,golden_globe,best_actress,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,Joanne Woodward,1972
2339,golden_globe,best_actress,The Exorcist,Ellen Burstyn,1973
2340,golden_globe,best_actress,The Way We Were,Barbra Streisand,1973
2341,golden_globe,best_actress,Ash Wednesday,Elizabeth Taylor,1973
2342,golden_globe,best_actress,"Summer Wishes, Winter Dreams",Joanne Woodward,1973
2343,golden_globe,best_actress,Alice Doesn't Live Here Anymore,Ellen Burstyn,1974
2344,golden_globe,best_actress,Chinatown,Faye Dunaway,1974
2345,golden_globe,best_actress,Lenny,Valerie Perrine,1974
2346,golden_globe,best_actress,Scenes from a Marriage,Liv Ullmann,1974
2347,golden_globe,best_actress,The Day of the Locust,Karen Black,1975
2348,golden_globe,best_actress,Three Days of the Condor,Faye Dunaway,1975
2349,golden_globe,best_actress,The Other Side of the Mountain,Marilyn Hassett,1975
2350,golden_globe,best_actress,Hedda,Glenda Jackson,1975
2351,golden_globe,best_actress,The Incredible Sarah,Glenda Jackson,1976
2352,golden_globe,best_actress,The Sailor Who Fell from Grace with the Sea,Sarah Miles,1976
2353,golden_globe,best_actress,Rocky,Talia Shire,1976
2354,golden_globe,best_actress,Face to Face,Liv Ullmann,1976
2355,golden_globe,best_actress,The Turning Point,Anne Bancroft,1977
2356,golden_globe,best_actress,Looking for Mr. Goodbar,Diane Keaton,1977
2357,golden_globe,best_actress,I Never Promised You a Rose Garden,Kathleen Quinlan,1977
2358,golden_globe,best_actress,Opening Night,Gena Rowlands,1977
2359,golden_globe,best_actress,Autumn Sonata,Ingrid Bergman,1978
2360,golden_globe,best_actress,An Unmarried Woman,Jill Clayburgh,1978
2361,golden_globe,best_actress,Stevie,Glenda Jackson,1978
2362,golden_globe,best_actress,Interiors,Geraldine Page,1978
2363,golden_globe,best_actress,La Luna,Jill Clayburgh,1979
2364,golden_globe,best_actress,Yanks,Lisa Eichhorn,1979
2365,golden_globe,best_actress,The China Syndrome,Jane Fonda,1979
2366,golden_globe,best_actress,Promises in the Dark,Marsha Mason,1979
2367,golden_globe,best_actress,Resurrection,Ellen Burstyn,1980
2368,golden_globe,best_actress,Tess,Nastassja Kinski,1980
2369,golden_globe,best_actress,Touched by Love,Deborah Raffin,1980
2370,golden_globe,best_actress,Gloria,Gena Rowlands,1980
2371,golden_globe,best_actress,Absence of Malice,Sally Field,1981
2372,golden_globe,best_actress,On Golden Pond,Katharine Hepburn,1981
2373,golden_globe,best_actress,Reds,Diane Keaton,1981
2374,golden_globe,best_actress,Raggedy Man,Sissy Spacek,1981
2375,golden_globe,best_actress,Shoot the Moon,Diane Keaton,1982
2376,golden_globe,best_actress,Frances,Jessica Lange,1982
2377,golden_globe,best_actress,Missing,Sissy Spacek,1982
2378,golden_globe,best_actress,An Officer and a Gentleman,Debra Winger,1982
2379,golden_globe,best_actress,Testament,Jane Alexander,1983
2380,golden_globe,best_actress,Heart Like a Wheel,Bonnie Bedelia,1983
2381,golden_globe,best_actress,Silkwood,Meryl Streep,1983
2382,golden_globe,best_actress,Terms of Endearment,Debra Winger,1983
2383,golden_globe,best_actress,Mrs. Soffel,Diane Keaton,1984
2384,golden_globe,best_actress,Country,Jessica Lange,1984
2385,golden_globe,best_actress,The Bostonians,Vanessa Redgrave,1984
2386,golden_globe,best_actress,The River,Sissy Spacek,1984
2387,golden_globe,best_actress,Agnes of God,Anne Bancroft,1985
2388,golden_globe,best_actress,Mask,Cher,1985
2389,golden_globe,best_actress,The Trip to Bountiful,Geraldine Page,1985
2390,golden_globe,best_actress,Out of Africa,Meryl Streep,1985
2391,golden_globe,best_actress,Duet for One,Julie Andrews,1986
2392,golden_globe,best_actress,"'night, Mother",Anne Bancroft,1986
2393,golden_globe,best_actress,Extremities,Farrah Fawcett,1986
2394,golden_globe,best_actress,Aliens,Sigourney Weaver,1986
2395,golden_globe,best_actress,Gaby: A True Story,Rachel Chagall,1987
2396,golden_globe,best_actress,Fatal Attraction,Glenn Close,1987
2397,golden_globe,best_actress,Barfly,Faye Dunaway,1987
2398,golden_globe,best_actress,Nuts,Barbra Streisand,1987
2399,golden_globe,best_actress,Madame Sousatzka,Shirley MacLaine,1988
2400,golden_globe,best_actress,Gorillas in the Mist,Sigourney Weaver,1988
2401,golden_globe,best_actress,Running on Empty,Christine Lahti,1988
2402,golden_globe,best_actress,A Cry in the Dark,Meryl Streep,1988
2403,golden_globe,best_actress,Steel Magnolias,Sally Field,1989
2404,golden_globe,best_actress,Music Box,Jessica Lange,1989
2405,golden_globe,best_actress,"Sex, Lies, and Videotape",Andie MacDowell,1989
2406,golden_globe,best_actress,The Rose Garden,Liv Ullmann,1989
2407,golden_globe,best_actress,The Grifters,Anjelica Huston,1990
2408,golden_globe,best_actress,The Russia House,Michelle Pfeiffer,1990
2409,golden_globe,best_actress,White Palace,Susan Sarandon,1990
2410,golden_globe,best_actress,Mr. and Mrs. Bridge,Joanne Woodward,1990
2411,golden_globe,best_actress,Bugsy,Annette Bening,1991
2412,golden_globe,best_actress,Thelma & Louise,Geena Davis,1991
2413,golden_globe,best_actress,Rambling Rose,Laura Dern,1991
2414,golden_globe,best_actress,Thelma & Louise,Susan Sarandon,1991
2415,golden_globe,best_actress,Passion Fish,Mary McDonnell,1992
2416,golden_globe,best_actress,Love Field,Michelle Pfeiffer,1992
2417,golden_globe,best_actress,Lorenzo's Oil,Susan Sarandon,1992
2418,golden_globe,best_actress,Basic Instinct,Sharon Stone,1992
2419,golden_globe,best_actress,Three Colours: Blue,Juliette Binoche,1993
2420,golden_globe,best_actress,The Age of Innocence,Michelle Pfeiffer,1993
2421,golden_globe,best_actress,The Remains of the Day,Emma Thompson,1993
2422,golden_globe,best_actress,A Dangerous Woman,Debra Winger,1993
2423,golden_globe,best_actress,Nell,Jodie Foster,1994
2424,golden_globe,best_actress,Mrs. Parker and the Vicious Circle,Jennifer Jason Leigh,1994
2425,golden_globe,best_actress,Tom & Viv,Miranda Richardson,1994
2426,golden_globe,best_actress,The River Wild,Meryl Streep,1994
2427,golden_globe,best_actress,Dead Man Walking,Susan Sarandon,1995
2428,golden_globe,best_actress,Leaving Las Vegas,Elisabeth Shue,1995
2429,golden_globe,best_actress,The Bridges of Madison County,Meryl Streep,1995
2430,golden_globe,best_actress,Sense and Sensibility,Emma Thompson,1995
2431,golden_globe,best_actress,The People vs. Larry Flynt,Courtney Love,1996
2432,golden_globe,best_actress,The English Patient,Kristin Scott Thomas,1996
2433,golden_globe,best_actress,Marvin's Room,Meryl Streep,1996
2434,golden_globe,best_actress,Breaking the Waves,Emily Watson,1996
2435,golden_globe,best_actress,The Wings of the Dove,Helena Bonham Carter,1997
2436,golden_globe,best_actress,Contact,Jodie Foster,1997
2437,golden_globe,best_actress,A Thousand Acres,Jessica Lange,1997
2438,golden_globe,best_actress,Titanic,Kate Winslet,1997
2439,golden_globe,best_actress,Central Station,Fernanda Montenegro,1998
2440,golden_globe,best_actress,Stepmom,Susan Sarandon,1998
2441,golden_globe,best_actress,One True Thing,Meryl Streep,1998
2442,golden_globe,best_actress,Hilary and Jackie,Emily Watson,1998
2443,golden_globe,best_actress,American Beauty,Annette Bening,1999
2444,golden_globe,best_actress,The End of the Affair,Julianne Moore,1999
2445,golden_globe,best_actress,Music of the Heart,Meryl Streep,1999
2446,golden_globe,best_actress,A Map of the World,Sigourney Weaver,1999
2447,golden_globe,best_actress,The Contender,Joan Allen,2000
2448,golden_globe,best_actress,Dancer in the Dark,Björk,2000
2449,golden_globe,best_actress,Requiem for a Dream,Ellen Burstyn,2000
2450,golden_globe,best_actress,You Can Count on Me,Laura Linney,2000
2451,golden_globe,best_actress,Monster's Ball,Halle Berry,2001
2452,golden_globe,best_actress,Iris,Judi Dench,2001
2453,golden_globe,best_actress,The Others,Nicole Kidman,2001
2454,golden_globe,best_actress,The Deep End,Tilda Swinton,2001
2455,golden_globe,best_actress,Frida,Salma Hayek,2002
2456,golden_globe,best_actress,Unfaithful,Diane Lane,2002
2457,golden_globe,best_actress,Far from Heaven,Julianne Moore,2002
2458,golden_globe,best_actress,The Hours,Meryl Streep,2002
2459,golden_globe,best_actress,Veronica Guerin,Cate Blanchett,2003
2460,golden_globe,best_actress,Girl with a Pearl Earring,Scarlett Johansson,2003
2461,golden_globe,best_actress,Cold Mountain,Nicole Kidman,2003
2462,golden_globe,best_actress,Kill Bill: Volume 1,Uma Thurman,2003
2463,golden_globe,best_actress,Thirteen,Evan Rachel Wood,2003
2464,golden_globe,best_actress,A Love Song for Bobby Long,Scarlett Johansson,2004
2465,golden_globe,best_actress,Birth,Nicole Kidman,2004
2466,golden_globe,best_actress,Vera Drake,Imelda Staunton,2004
2467,golden_globe,best_actress,Kill Bill: Volume 2,Uma Thurman,2004
2468,golden_globe,best_actress,A History of Violence,Maria Bello,2005
2469,golden_globe,best_actress,Proof,Gwyneth Paltrow,2005
2470,golden_globe,best_actress,North Country,Charlize Theron,2005
2471,golden_globe,best_actress,Memoirs of a Geisha,Zhang Ziyi,2005
2472,golden_globe,best_actress,Volver,Penélope Cruz,2006
2473,golden_globe,best_actress,Notes on a Scandal,Judi Dench,2006
2474,golden_globe,best_actress,Sherrybaby,Maggie Gyllenhaal,2006
2475,golden_globe,best_actress,Little Children,Kate Winslet,2006
2476,golden_globe,best_actress,Elizabeth: The Golden Age,Cate Blanchett,2007
2477,golden_globe,best_actress,The Brave One,Jodie Foster,2007
2478,golden_globe,best_actress,A Mighty Heart,Angelina Jolie,2007
2479,golden_globe,best_actress,Atonement,Keira Knightley,2007
2480,golden_globe,best_actress,Rachel Getting Married,Anne Hathaway,2008
2481,golden_globe,best_actress,Changeling,Angelina Jolie,2008
2482,golden_globe,best_actress,I've Loved You So Long,Kristin Scott Thomas,2008
2483,golden_globe,best_actress,Doubt,Meryl Streep,2008
2484,golden_globe,best_actress,The Young Victoria,Emily Blunt,2009
2485,golden_globe,best_actress,The Last Station,Helen Mirren,2009
2486,golden_globe,best_actress,An Education,Carey Mulligan,2009
2487,golden_globe,best_actress,Precious,Gabourey Sidibe,2009
2488,golden_globe,best_actress,Frankie & Alice,Halle Berry,2010
2489,golden_globe,best_actress,Rabbit Hole,Nicole Kidman,2010
2490,golden_globe,best_actress,Winter's Bone,Jennifer Lawrence,2010
2491,golden_globe,best_actress,Blue Valentine,Michelle Williams,2010
2492,golden_globe,best_actress,Albert Nobbs,Glenn Close,2011
2493,golden_globe,best_actress,The Help,Viola Davis,2011
2494,golden_globe,best_actress,The Girl with the Dragon Tattoo,Rooney Mara,2011
2495,golden_globe,best_actress,We Need to Talk About Kevin,Tilda Swinton,2011
2496,golden_globe,best_actress,Rust and Bone,Marion Cotillard,2012
2497,golden_globe,best_actress,Hitchcock,Helen Mirren,2012
2498,golden_globe,best_actress,The Impossible,Naomi Watts,2012
2499,golden_globe,best_actress,The Deep Blue Sea,Rachel Weisz,2012
2500,golden_globe,best_actress,Gravity,Sandra Bullock,2013
2501,golden_globe,best_actress,Philomena,Judi Dench,2013
2502,golden_globe,best_actress,Saving Mr. Banks,Emma Thompson,2013
2503,golden_globe,best_actress,Labor Day,Kate Winslet,2013
2504,golden_globe,best_actress,Cake,Jennifer Aniston,2014
2505,golden_globe,best_actress,The Theory of Everything,Felicity Jones,2014
2506,golden_globe,best_actress,Gone Girl,Rosamund Pike,2014
2507,golden_globe,best_actress,Wild,Reese Witherspoon,2014
2508,golden_globe,best_actress,Carol,Cate Blanchett,2015
2509,golden_globe,best_actress,,,2015
2510,golden_globe,best_actress,Brooklyn,Saoirse Ronan,2015
2511,golden_globe,best_actress,The Danish Girl,Alicia Vikander,2015
2512,golden_globe,best_actress,Arrival,Amy Adams,2016
2513,golden_globe,best_actress,Miss Sloane,Jessica Chastain,2016
2514,golden_globe,best_actress,Loving,Ruth Negga,2016
2515,golden_globe,best_actress,Jackie,Natalie Portman,2016
2516,golden_globe,best_actress,Molly's Game,Jessica Chastain,2017
2517,golden_globe,best_actress,The Shape of Water,Sally Hawkins,2017
2518,golden_globe,best_actress,The Post,Meryl Streep,2017
2519,golden_globe,best_actress,All the Money in the World,Michelle Williams,2017
2520,golden_globe,best_actress,A Star Is Born,Lady Gaga,2018
2521,golden_globe,best_actress,Destroyer,Nicole Kidman,2018
2522,golden_globe,best_actress,Can You Ever Forgive Me?,Melissa McCarthy,2018
2523,golden_globe,best_actress,A Private War,Rosamund Pike,2018
2524,golden_globe,best_actress,Harriet,Cynthia Erivo,2019
2525,golden_globe,best_actress,Marriage Story,Scarlett Johansson,2019
2526,golden_globe,best_actress,Little Women,Saoirse Ronan,2019
2527,golden_globe,best_actress,Bombshell,Charlize Theron,2019
2528,golden_globe,best_actress,Ma Rainey's Black Bottom,Viola Davis,2020
2529,golden_globe,best_actress,Pieces of a Woman,Vanessa Kirby,2020
2530,golden_globe,best_actress,Nomadland,Frances McDormand,2020
2531,golden_globe,best_actress,Promising Young Woman,Carey Mulligan,2020
2532,golden_globe,best_actress,The Eyes of Tammy Faye,Jessica Chastain,2021
2533,golden_globe,best_actress,The Lost Daughter,Olivia Colman,2021
2534,golden_globe,best_actress,House of Gucci,Lady Gaga,2021
2535,golden_globe,best_actress,Spencer,Kristen Stewart,2021
2536,golden_globe,best_picture,The Treasure of the Sierra Madre,John Huston,1948
2537,golden_globe,best_picture,Come to the Stable,Henry Koster,1949
2538,golden_globe,best_picture,All About Eve,Joseph L. Mankiewicz,1950
2539,golden_globe,best_picture,Born Yesterday,George Cukor,1950
2540,golden_globe,best_picture,Cyrano de Bergerac,Michael Gordon,1950
2541,golden_globe,best_picture,Harvey,Henry Koster,1950
2542,golden_globe,best_picture,Bright Victory,Mark Robson,1951
2543,golden_globe,best_picture,Detective Story,William Wyler,1951
2544,golden_globe,best_picture,Quo Vadis,Mervyn LeRoy,1951
2545,golden_globe,best_picture,A Streetcar Named Desire,Elia Kazan,1951
2546,golden_globe,best_picture,"Come Back, Little Sheba",Daniel Mann,1952
2547,golden_globe,best_picture,The Happy Time,Richard Fleischer,1952
2548,golden_globe,best_picture,High Noon,Fred Zinnemann,1952
2549,golden_globe,best_picture,The Thief,Russell Rouse,1952
2550,golden_globe,best_picture,Giant,George Stevens,1956
2551,golden_globe,best_picture,Lust for Life,Vincente Minnelli,1956
2552,golden_globe,best_picture,The Rainmaker,Joseph Anthony,1956
2553,golden_globe,best_picture,War and Peace,King Vidor,1956
2554,golden_globe,best_picture,12 Angry Men,Sidney Lumet,1957
2555,golden_globe,best_picture,Sayonara,Joshua Logan,1957
2556,golden_globe,best_picture,Wild Is the Wind,George Cukor,1957
2557,golden_globe,best_picture,Witness for the Prosecution,Billy Wilder,1957
2558,golden_globe,best_picture,Cat on a Hot Tin Roof,Richard Brooks,1958
2559,golden_globe,best_picture,Home Before Dark,Mervyn LeRoy,1958
2560,golden_globe,best_picture,I Want to Live!,Robert Wise,1958
2561,golden_globe,best_picture,Separate Tables,Delbert Mann,1958
2562,golden_globe,best_picture,Anatomy of a Murder,Otto Preminger,1959
2563,golden_globe,best_picture,The Diary of Anne Frank,George Stevens,1959
2564,golden_globe,best_picture,The Nun's Story,Fred Zinnemann,1959
2565,golden_globe,best_picture,On the Beach,Stanley Kramer,1959
2566,golden_globe,best_picture,Elmer Gantry,Richard Brooks,1960
2567,golden_globe,best_picture,Inherit the Wind,Stanley Kramer,1960
2568,golden_globe,best_picture,Sons and Lovers,Jack Cardiff,1960
2569,golden_globe,best_picture,Sunrise at Campobello,Vincent J. Donehue,1960
2570,golden_globe,best_picture,El Cid,Anthony Mann,1961
2571,golden_globe,best_picture,Fanny,Joshua Logan,1961
2572,golden_globe,best_picture,Judgment at Nuremberg,Stanley Kramer,1961
2573,golden_globe,best_picture,Splendor in the Grass,Elia Kazan,1961
2574,golden_globe,best_picture,The Chapman Report,George Cukor,1962
2575,golden_globe,best_picture,Days of Wine and Roses,Blake Edwards,1962
2576,golden_globe,best_picture,Freud: The Secret Passion,John Huston,1962
2577,golden_globe,best_picture,Hemingway's Adventures of a Young Man,Martin Ritt,1962
2578,golden_globe,best_picture,Lisa,Philip Dunne,1962
2579,golden_globe,best_picture,The Longest Day,Ken Annakin,1962
2580,golden_globe,best_picture,The Miracle Worker,Arthur Penn,1962
2581,golden_globe,best_picture,Mutiny on the Bounty,Lewis Milestone,1962
2582,golden_globe,best_picture,To Kill a Mockingbird,Robert Mulligan,1962
2583,golden_globe,best_picture,America America,Elia Kazan,1963
2584,golden_globe,best_picture,"Captain Newman, M.D.",David Miller,1963
2585,golden_globe,best_picture,The Caretakers,Hall Bartlett,1963
2586,golden_globe,best_picture,Cleopatra,Joseph L. Mankiewicz,1963
2587,golden_globe,best_picture,The Great Escape,John Sturges,1963
2588,golden_globe,best_picture,Hud,Martin Ritt,1963
2589,golden_globe,best_picture,Lilies of the Field,Ralph Nelson,1963
2590,golden_globe,best_picture,The Chalk Garden,Ronald Neame,1964
2591,golden_globe,best_picture,Dear Heart,Delbert Mann,1964
2592,golden_globe,best_picture,The Night of the Iguana,John Huston,1964
2593,golden_globe,best_picture,Zorba the Greek,Michael Cacoyannis,1964
2594,golden_globe,best_picture,The Collector,William Wyler,1965
2595,golden_globe,best_picture,The Flight of the Phoenix,Robert Aldrich,1965
2596,golden_globe,best_picture,A Patch of Blue,Guy Green,1965
2597,golden_globe,best_picture,Ship of Fools,Stanley Kramer,1965
2598,golden_globe,best_picture,Born Free,James H. Hill,1966
2599,golden_globe,best_picture,The Professionals,Richard Brooks,1966
2600,golden_globe,best_picture,The Sand Pebbles,Robert Wise,1966
2601,golden_globe,best_picture,Who's Afraid of Virginia Woolf?,Mike Nichols,1966
2602,golden_globe,best_picture,Bonnie and Clyde,Arthur Penn,1967
2603,golden_globe,best_picture,Far from the Madding Crowd,John Schlesinger,1967
2604,golden_globe,best_picture,Guess Who's Coming to Dinner,Stanley Kramer,1967
2605,golden_globe,best_picture,In Cold Blood,Richard Brooks,1967
2606,golden_globe,best_picture,CHAЯLY,Ralph Nelson,1968
2607,golden_globe,best_picture,The Fixer,John Frankenheimer,1968
2608,golden_globe,best_picture,The Heart Is a Lonely Hunter,Robert Ellis Miller,1968
2609,golden_globe,best_picture,The Shoes of the Fisherman,Michael Anderson,1968
2610,golden_globe,best_picture,Butch Cassidy and the Sundance Kid,George Roy Hill,1969
2611,golden_globe,best_picture,Midnight Cowboy,John Schlesinger,1969
2612,golden_globe,best_picture,The Prime of Miss Jean Brodie,Ronald Neame,1969
2613,golden_globe,best_picture,"They Shoot Horses, Don't They?",Sydney Pollack,1969
2614,golden_globe,best_picture,Airport,George Seaton,1970
2615,golden_globe,best_picture,Five Easy Pieces,Bob Rafelson,1970
2616,golden_globe,best_picture,I Never Sang for My Father,Gilbert Cates,1970
2617,golden_globe,best_picture,Patton,Franklin J. Schaffner,1970
2618,golden_globe,best_picture,A Clockwork Orange,Stanley Kubrick,1971
2619,golden_globe,best_picture,The Last Picture Show,Peter Bogdanovich,1971
2620,golden_globe,best_picture,"Mary, Queen of Scots",Charles Jarrott,1971
2621,golden_globe,best_picture,Summer of ‘42,Robert Mulligan,1971
2622,golden_globe,best_picture,Deliverance,John Boorman,1972
2623,golden_globe,best_picture,Frenzy,Alfred Hitchcock,1972
2624,golden_globe,best_picture,The Poseidon Adventure,Ronald Neame,1972
