,award_company,award_type,movie,person,year
524,oscars,best_actor,Midnight Cowboy,Dustin Hoffman,1969
525,oscars,best_actor,"Goodbye, Mr. Chips",Peter O'Toole,1969
526,oscars,best_actor,Midnight Cowboy,Jon Voight,1969
527,oscars,best_actor,I Never Sang for My Father,Melvyn Douglas,1970
528,oscars,best_actor,The Great White Hope,James Earl Jones,1970
529,oscars,best_actor,Five Easy Pieces,Jack Nicholson,1970
530,oscars,best_actor,Love Story,Ryan O'Neal,1970
531,oscars,best_actor,Sunday Bloody Sunday,Peter Finch,1971
532,oscars,best_actor,Kotch,Walter Matthau,1971
533,oscars,best_actor,The Hospital,George C. Scott,1971
534,oscars,best_actor,Fiddler on the Roof,Topol,1971
535,oscars,best_actor,Sleuth,Michael Caine,1972
536,oscars,best_actor,,Laurence Olivier,1972
537,oscars,best_actor,The Ruling Class,Peter O'Toole,1972
538,oscars,best_actor,Sounder,Paul Winfield,1972
539,oscars,best_actor,Last Tango in Paris,Marlon Brando,1973
540,oscars,best_actor,The Last Detail,Jack Nicholson,1973
541,oscars,best_actor,Serpico,Al Pacino,1973
542,oscars,best_actor,The Sting,Robert Redford,1973
543,oscars,best_actor,Murder on the Orient Express,Albert Finney,1974
544,oscars,best_actor,Lenny,Dustin Hoffman,1974
545,oscars,best_actor,Chinatown,Jack Nicholson,1974
546,oscars,best_actor,The Godfather Part II,Al Pacino,1974
547,oscars,best_actor,The Sunshine Boys,Walter Matthau,1975
548,oscars,best_actor,Dog Day Afternoon,Al Pacino,1975
549,oscars,best_actor,The Man in the Glass Booth,Maximilian Schell,1975
550,oscars,best_actor,"Give 'em Hell, Harry!",James Whitmore,1975
551,oscars,best_actor,Taxi Driver,Robert De Niro,1976
552,oscars,best_actor,Seven Beauties,Giancarlo Giannini,1976
553,oscars,best_actor,Network,William Holden,1976
554,oscars,best_actor,Rocky,Sylvester Stallone,1976
555,oscars,best_actor,Annie Hall,Woody Allen,1977
556,oscars,best_actor,Equus,Richard Burton,1977
557,oscars,best_actor,A Special Day,Marcello Mastroianni,1977
558,oscars,best_actor,Saturday Night Fever,John Travolta,1977
559,oscars,best_actor,Heaven Can Wait,Warren Beatty,1978
560,oscars,best_actor,The Buddy Holly Story,Gary Busey,1978
561,oscars,best_actor,The Deer Hunter,Robert De Niro,1978
562,oscars,best_actor,The Boys from Brazil,Laurence Olivier,1978
563,oscars,best_actor,The China Syndrome,Jack Lemmon,1979
564,oscars,best_actor,...And Justice for All.,Al Pacino,1979
565,oscars,best_actor,All That Jazz,Roy Scheider,1979
566,oscars,best_actor,Being There,Peter Sellers,1979
567,oscars,best_actor,The Great Santini,Robert Duvall,1980
568,oscars,best_actor,The Elephant Man,John Hurt,1980
569,oscars,best_actor,Tribute,Jack Lemmon,1980
570,oscars,best_actor,The Stunt Man,Peter O'Toole,1980
571,oscars,best_actor,Reds,Warren Beatty,1981
572,oscars,best_actor,Atlantic City,Burt Lancaster,1981
573,oscars,best_actor,Arthur,Dudley Moore,1981
574,oscars,best_actor,Absence of Malice,Paul Newman,1981
575,oscars,best_actor,Tootsie,Dustin Hoffman,1982
576,oscars,best_actor,Missing,Jack Lemmon,1982
577,oscars,best_actor,The Verdict,Paul Newman,1982
578,oscars,best_actor,My Favorite Year,Peter O'Toole,1982
579,oscars,best_actor,Educating Rita,Michael Caine,1983
580,oscars,best_actor,"Reuben, Reuben",Tom Conti,1983
581,oscars,best_actor,The Dresser,Tom Courtenay,1983
582,oscars,best_actor,,Albert Finney,1983
583,oscars,best_actor,Starman,Jeff Bridges,1984
584,oscars,best_actor,Under the Volcano,Albert Finney,1984
585,oscars,best_actor,Amadeus,Tom Hulce,1984
586,oscars,best_actor,The Killing Fields,Sam Waterston,1984
587,oscars,best_actor,Witness,Harrison Ford,1985
588,oscars,best_actor,Murphy's Romance,James Garner,1985
589,oscars,best_actor,Prizzi's Honor,Jack Nicholson,1985
590,oscars,best_actor,Runaway Train,Jon Voight,1985
591,oscars,best_actor,Round Midnight,Dexter Gordon,1986
592,oscars,best_actor,Mona Lisa,Bob Hoskins,1986
593,oscars,best_actor,Children of a Lesser God,William Hurt,1986
594,oscars,best_actor,Salvador,James Woods,1986
595,oscars,best_actor,Broadcast News,William Hurt,1987
596,oscars,best_actor,Dark Eyes,Marcello Mastroianni,1987
597,oscars,best_actor,Ironweed,Jack Nicholson,1987
598,oscars,best_actor,"Good Morning, Vietnam",Robin Williams,1987
599,oscars,best_actor,Mississippi Burning,Gene Hackman,1988
600,oscars,best_actor,Big,Tom Hanks,1988
601,oscars,best_actor,Stand and Deliver,Edward James Olmos,1988
602,oscars,best_actor,Pelle the Conqueror,Max von Sydow,1988
603,oscars,best_actor,Henry V,Kenneth Branagh,1989
604,oscars,best_actor,Born on the Fourth of July,Tom Cruise,1989
605,oscars,best_actor,Driving Miss Daisy,Morgan Freeman,1989
606,oscars,best_actor,Dead Poets Society,Robin Williams,1989
607,oscars,best_actor,Dances with Wolves,Kevin Costner,1990
608,oscars,best_actor,Awakenings,Robert De Niro,1990
609,oscars,best_actor,Cyrano de Bergerac,Gérard Depardieu,1990
610,oscars,best_actor,The Field,Richard Harris,1990
611,oscars,best_actor,Bugsy,Warren Beatty,1991
612,oscars,best_actor,Cape Fear,Robert De Niro,1991
613,oscars,best_actor,The Prince of Tides,Nick Nolte,1991
614,oscars,best_actor,The Fisher King,Robin Williams,1991
615,oscars,best_actor,Chaplin,Robert Downey Jr.,1992
616,oscars,best_actor,Unforgiven,Clint Eastwood,1992
617,oscars,best_actor,The Crying Game,Stephen Rea,1992
618,oscars,best_actor,Malcolm X,Denzel Washington,1992
619,oscars,best_actor,In the Name of the Father,Daniel Day-Lewis,1993
620,oscars,best_actor,What's Love Got to Do with It,Laurence Fishburne,1993
621,oscars,best_actor,The Remains of the Day,Anthony Hopkins,1993
622,oscars,best_actor,Schindler's List,Liam Neeson,1993
623,oscars,best_actor,The Shawshank Redemption,Morgan Freeman,1994
624,oscars,best_actor,The Madness of King George,Nigel Hawthorne,1994
625,oscars,best_actor,Nobody's Fool,Paul Newman,1994
626,oscars,best_actor,Pulp Fiction,John Travolta,1994
627,oscars,best_actor,Mr. Holland's Opus,Richard Dreyfuss,1995
628,oscars,best_actor,Nixon,Anthony Hopkins,1995
629,oscars,best_actor,Dead Man Walking,Sean Penn,1995
630,oscars,best_actor,Il Postino: The Postman,Massimo Troisi,1995
631,oscars,best_actor,Jerry Maguire,Tom Cruise,1996
632,oscars,best_actor,The English Patient,Ralph Fiennes,1996
633,oscars,best_actor,The People vs. Larry Flynt,Woody Harrelson,1996
634,oscars,best_actor,Sling Blade,Billy Bob Thornton,1996
635,oscars,best_actor,Good Will Hunting,Matt Damon,1997
636,oscars,best_actor,The Apostle,Robert Duvall,1997
637,oscars,best_actor,Ulee's Gold,Peter Fonda,1997
638,oscars,best_actor,Wag the Dog,Dustin Hoffman,1997
639,oscars,best_actor,Saving Private Ryan,Tom Hanks,1998
640,oscars,best_actor,Gods and Monsters,Ian McKellen,1998
641,oscars,best_actor,Affliction,Nick Nolte,1998
642,oscars,best_actor,American History X,Edward Norton,1998
643,oscars,best_actor,The Insider,Russell Crowe,1999
644,oscars,best_actor,The Straight Story,Richard Farnsworth,1999
645,oscars,best_actor,Sweet and Lowdown,Sean Penn,1999
646,oscars,best_actor,The Hurricane,Denzel Washington,1999
647,oscars,best_actor,Before Night Falls,Javier Bardem,2000
648,oscars,best_actor,Cast Away,Tom Hanks,2000
649,oscars,best_actor,Pollock,Ed Harris,2000
650,oscars,best_actor,Quills,Geoffrey Rush,2000
651,oscars,best_actor,A Beautiful Mind,Russell Crowe,2001
652,oscars,best_actor,I Am Sam,Sean Penn,2001
653,oscars,best_actor,Ali,Will Smith,2001
654,oscars,best_actor,In the Bedroom,Tom Wilkinson,2001
655,oscars,best_actor,Adaptation,Nicolas Cage,2002
656,oscars,best_actor,The Quiet American,Michael Caine,2002
657,oscars,best_actor,Gangs of New York,Daniel Day-Lewis,2002
658,oscars,best_actor,About Schmidt,Jack Nicholson,2002
659,oscars,best_actor,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,2003
660,oscars,best_actor,House of Sand and Fog,Ben Kingsley,2003
661,oscars,best_actor,Cold Mountain,Jude Law,2003
662,oscars,best_actor,Lost in Translation,Bill Murray,2003
663,oscars,best_actor,Hotel Rwanda,Don Cheadle,2004
664,oscars,best_actor,Finding Neverland,Johnny Depp,2004
665,oscars,best_actor,The Aviator,Leonardo DiCaprio,2004
666,oscars,best_actor,Million Dollar Baby,Clint Eastwood,2004
667,oscars,best_actor,Hustle & Flow,Terrence Howard,2005
668,oscars,best_actor,Brokeback Mountain,Heath Ledger,2005
669,oscars,best_actor,Walk the Line,Joaquin Phoenix,2005
670,oscars,best_actor,"Good Night, and Good Luck",David Strathairn,2005
671,oscars,best_actor,Blood Diamond,Leonardo DiCaprio,2006
672,oscars,best_actor,Half Nelson,Ryan Gosling,2006
673,oscars,best_actor,Venus,Peter O'Toole,2006
674,oscars,best_actor,The Pursuit of Happyness,Will Smith,2006
675,oscars,best_actor,Michael Clayton,George Clooney,2007
676,oscars,best_actor,Sweeney Todd: The Demon Barber of Fleet Street,Johnny Depp,2007
677,oscars,best_actor,In the Valley of Elah,Tommy Lee Jones,2007
678,oscars,best_actor,Eastern Promises,Viggo Mortensen,2007
679,oscars,best_actor,The Visitor,Richard Jenkins,2008
680,oscars,best_actor,Frost/Nixon,Frank Langella,2008
681,oscars,best_actor,The Curious Case of Benjamin Button,Brad Pitt,2008
682,oscars,best_actor,The Wrestler,Mickey Rourke,2008
683,oscars,best_actor,Up in the Air,George Clooney,2009
684,oscars,best_actor,A Single Man,Colin Firth,2009
685,oscars,best_actor,Invictus,Morgan Freeman,2009
686,oscars,best_actor,The Hurt Locker,Jeremy Renner,2009
687,oscars,best_actor,Biutiful,Javier Bardem,2010
688,oscars,best_actor,True Grit,Jeff Bridges,2010
689,oscars,best_actor,The Social Network,Jesse Eisenberg,2010
690,oscars,best_actor,127 Hours,James Franco,2010
691,oscars,best_actor,A Better Life,Demián Bichir,2011
692,oscars,best_actor,The Descendants,George Clooney,2011
693,oscars,best_actor,Tinker Tailor Soldier Spy,Gary Oldman,2011
694,oscars,best_actor,Moneyball,Brad Pitt,2011
695,oscars,best_actor,Silver Linings Playbook,Bradley Cooper,2012
696,oscars,best_actor,Les Misérables,Hugh Jackman,2012
697,oscars,best_actor,The Master,Joaquin Phoenix,2012
698,oscars,best_actor,Flight,Denzel Washington,2012
699,oscars,best_actor,American Hustle,Christian Bale,2013
700,oscars,best_actor,Nebraska,Bruce Dern,2013
701,oscars,best_actor,The Wolf of Wall Street,Leonardo DiCaprio,2013
702,oscars,best_actor,12 Years a Slave,Chiwetel Ejiofor,2013
703,oscars,best_actor,Foxcatcher,Steve Carell,2014
704,oscars,best_actor,American Sniper,Bradley Cooper,2014
705,oscars,best_actor,The Imitation Game,Benedict Cumberbatch,2014
706,oscars,best_actor,Birdman,Michael Keaton,2014
707,oscars,best_actor,Trumbo,Bryan Cranston,2015
708,oscars,best_actor,The Martian,Matt Damon,2015
709,oscars,best_actor,Steve Jobs,Michael Fassbender,2015
710,oscars,best_actor,The Danish Girl,Eddie Redmayne,2015
711,oscars,best_actor,Hacksaw Ridge,Andrew Garfield,2016
712,oscars,best_actor,La La Land,Ryan Gosling,2016
713,oscars,best_actor,Captain Fantastic,Viggo Mortensen,2016
714,oscars,best_actor,Fences,Denzel Washington,2016
715,oscars,best_actor,Call Me by Your Name,Timothée Chalamet,2017
716,oscars,best_actor,Phantom Thread,Daniel Day-Lewis,2017
717,oscars,best_actor,Get Out,Daniel Kaluuya,2017
718,oscars,best_actor,"Roman J. Israel, Esq.",Denzel Washington,2017
719,oscars,best_actor,Vice,Christian Bale,2018
720,oscars,best_actor,A Star Is Born,Bradley Cooper,2018
721,oscars,best_actor,At Eternity's Gate,Willem Dafoe,2018
722,oscars,best_actor,Green Book,Viggo Mortensen,2018
723,oscars,best_actor,Pain and Glory,Antonio Banderas,2019
724,oscars,best_actor,Once Upon a Time in Hollywood,Leonardo DiCaprio,2019
725,oscars,best_actor,Marriage Story,Adam Driver,2019
726,oscars,best_actor,The Two Popes,Jonathan Pryce,2019
727,oscars,best_actor,Sound of Metal,Riz Ahmed,2020/21
728,oscars,best_actor,Ma Rainey's Black Bottom,Chadwick Boseman,2020/21
729,oscars,best_actor,Mank,Gary Oldman,2020/21
730,oscars,best_actor,Minari,Steven Yeun,2020/21
731,oscars,best_actor,Being the Ricardos,Javier Bardem,2021
732,oscars,best_actor,The Power of the Dog,Benedict Cumberbatch,2021
733,oscars,best_actor,"Tick, Tick... Boom!",Andrew Garfield,2021
734,oscars,best_actor,The Tragedy of Macbeth,Denzel Washington,2021
735,oscars,best_actress,A Ship Comes In,Louise Dresser,1927
736,oscars,best_actress,Sadie Thompson,Gloria Swanson,1927
737,oscars,best_actress,Madame X,Ruth Chatterton,1928
738,oscars,best_actress,The Barker,Betty Compson,1928
739,oscars,best_actress,The Letter,Jeanne Eagels,1928
740,oscars,best_actress,The Divine Lady,Corinne Griffith,1928
741,oscars,best_actress,The Broadway Melody,Bessie Love,1928
742,oscars,best_actress,The Devil's Holiday,Nancy Carroll,1929
743,oscars,best_actress,Sarah and Son,Ruth Chatterton,1929
744,oscars,best_actress,Anna Christie,Greta Garbo,1929
745,oscars,best_actress,Their Own Desire,Norma Shearer,1929
746,oscars,best_actress,The Trespasser,Gloria Swanson,1929
747,oscars,best_actress,Morocco,Marlene Dietrich,1930
748,oscars,best_actress,Cimarron,Irene Dunne,1930
749,oscars,best_actress,Holiday,Ann Harding,1930
750,oscars,best_actress,A Free Soul,Norma Shearer,1930
751,oscars,best_actress,Emma,Marie Dressler,1931
752,oscars,best_actress,The Guardsman,Lynn Fontanne,1931
753,oscars,best_actress,Lady for a Day,May Robson,1932
754,oscars,best_actress,Cavalcade,Diana Wynyard,1932
755,oscars,best_actress,One Night of Love,Grace Moore,1934
756,oscars,best_actress,The Barretts of Wimpole Street,Norma Shearer,1934
757,oscars,best_actress,Of Human Bondage,Bette Davis,1934
758,oscars,best_actress,Escape Me Never,Elisabeth Bergner,1935
759,oscars,best_actress,Private Worlds,Claudette Colbert,1935
760,oscars,best_actress,Alice Adams,Katharine Hepburn,1935
761,oscars,best_actress,Becky Sharp,Miriam Hopkins,1935
762,oscars,best_actress,The Dark Angel,Merle Oberon,1935
763,oscars,best_actress,Theodora Goes Wild,Irene Dunne,1936
764,oscars,best_actress,Valiant Is the Word for Carrie,Gladys George,1936
765,oscars,best_actress,My Man Godfrey,Carole Lombard,1936
766,oscars,best_actress,Romeo and Juliet,Norma Shearer,1936
767,oscars,best_actress,The Awful Truth,Irene Dunne,1937
768,oscars,best_actress,Camille,Greta Garbo,1937
769,oscars,best_actress,A Star Is Born,Janet Gaynor,1937
770,oscars,best_actress,Stella Dallas,Barbara Stanwyck,1937
771,oscars,best_actress,White Banners,Fay Bainter,1938
772,oscars,best_actress,Pygmalion,Wendy Hiller,1938
773,oscars,best_actress,Marie Antoinette,Norma Shearer,1938
774,oscars,best_actress,Three Comrades,Margaret Sullavan,1938
775,oscars,best_actress,Dark Victory,Bette Davis,1939
776,oscars,best_actress,Love Affair,Irene Dunne,1939
777,oscars,best_actress,Ninotchka,Greta Garbo,1939
778,oscars,best_actress,"Goodbye, Mr. Chips",Greer Garson,1939
779,oscars,best_actress,The Letter,Bette Davis,1940
780,oscars,best_actress,Rebecca,Joan Fontaine,1940
781,oscars,best_actress,The Philadelphia Story,Katharine Hepburn,1940
782,oscars,best_actress,Our Town,Martha Scott,1940
783,oscars,best_actress,The Little Foxes,Bette Davis,1941
784,oscars,best_actress,Hold Back the Dawn,Olivia de Havilland,1941
785,oscars,best_actress,Blossoms in the Dust,Greer Garson,1941
786,oscars,best_actress,Ball of Fire,Barbara Stanwyck,1941
787,oscars,best_actress,"Now, Voyager",Bette Davis,1942
788,oscars,best_actress,Woman of the Year,Katharine Hepburn,1942
789,oscars,best_actress,My Sister Eileen,Rosalind Russell,1942
790,oscars,best_actress,The Pride of the Yankees,Teresa Wright,1942
791,oscars,best_actress,The More the Merrier,Jean Arthur,1943
792,oscars,best_actress,For Whom the Bell Tolls,Ingrid Bergman,1943
793,oscars,best_actress,The Constant Nymph,Joan Fontaine,1943
794,oscars,best_actress,Madame Curie,Greer Garson,1943
795,oscars,best_actress,Since You Went Away,Claudette Colbert,1944
796,oscars,best_actress,Mr. Skeffington,Bette Davis,1944
797,oscars,best_actress,Mrs. Parkington,Greer Garson,1944
798,oscars,best_actress,Double Indemnity,Barbara Stanwyck,1944
799,oscars,best_actress,The Bells of St. Mary's,Ingrid Bergman,1945
800,oscars,best_actress,The Valley of Decision,Greer Garson,1945
801,oscars,best_actress,Love Letters,Jennifer Jones,1945
802,oscars,best_actress,Leave Her to Heaven,Gene Tierney,1945
803,oscars,best_actress,Brief Encounter,Celia Johnson,1946
804,oscars,best_actress,Duel in the Sun,Jennifer Jones,1946
805,oscars,best_actress,Sister Kenny,Rosalind Russell,1946
806,oscars,best_actress,The Yearling,Jane Wyman,1946
807,oscars,best_actress,Possessed,Joan Crawford,1947
808,oscars,best_actress,"Smash-Up, the Story of a Woman",Susan Hayward,1947
809,oscars,best_actress,Gentleman's Agreement,Dorothy McGuire,1947
810,oscars,best_actress,Mourning Becomes Electra,Rosalind Russell,1947
811,oscars,best_actress,Joan of Arc,Ingrid Bergman,1948
812,oscars,best_actress,The Snake Pit,Olivia de Havilland,1948
813,oscars,best_actress,I Remember Mama,Irene Dunne,1948
814,oscars,best_actress,"Sorry, Wrong Number",Barbara Stanwyck,1948
815,oscars,best_actress,Pinky,Jeanne Crain,1949
816,oscars,best_actress,My Foolish Heart,Susan Hayward,1949
817,oscars,best_actress,"Edward, My Son",Deborah Kerr,1949
818,oscars,best_actress,Come to the Stable,Loretta Young,1949
819,oscars,best_actress,All About Eve,Anne Baxter,1950
820,oscars,best_actress,,Bette Davis,1950
821,oscars,best_actress,Caged,Eleanor Parker,1950
822,oscars,best_actress,Sunset Boulevard,Gloria Swanson,1950
823,oscars,best_actress,The African Queen,Katharine Hepburn,1951
824,oscars,best_actress,Detective Story,Eleanor Parker,1951
825,oscars,best_actress,A Place in the Sun,Shelley Winters,1951
826,oscars,best_actress,The Blue Veil,Jane Wyman,1951
827,oscars,best_actress,Sudden Fear,Joan Crawford,1952
828,oscars,best_actress,The Star,Bette Davis,1952
829,oscars,best_actress,The Member of the Wedding,Julie Harris,1952
830,oscars,best_actress,With a Song in My Heart,Susan Hayward,1952
831,oscars,best_actress,Lili,Leslie Caron,1953
832,oscars,best_actress,Mogambo,Ava Gardner,1953
833,oscars,best_actress,From Here to Eternity,Deborah Kerr,1953
834,oscars,best_actress,The Moon Is Blue,Maggie McNamara,1953
835,oscars,best_actress,Carmen Jones,Dorothy Dandridge,1954
836,oscars,best_actress,A Star Is Born,Judy Garland,1954
837,oscars,best_actress,Sabrina,Audrey Hepburn,1954
838,oscars,best_actress,Magnificent Obsession,Jane Wyman,1954
839,oscars,best_actress,I'll Cry Tomorrow,Susan Hayward,1955
840,oscars,best_actress,Summertime,Katharine Hepburn,1955
841,oscars,best_actress,Love is a Many-Splendored Thing,Jennifer Jones,1955
842,oscars,best_actress,Interrupted Melody,Eleanor Parker,1955
843,oscars,best_actress,Baby Doll,Carroll Baker,1956
844,oscars,best_actress,The Rainmaker,Katharine Hepburn,1956
845,oscars,best_actress,The Bad Seed,Nancy Kelly,1956
846,oscars,best_actress,The King and I,Deborah Kerr,1956
847,oscars,best_actress,"Heaven Knows, Mr. Allison",Deborah Kerr,1957
848,oscars,best_actress,Wild Is the Wind,Anna Magnani,1957
849,oscars,best_actress,Raintree County,Elizabeth Taylor,1957
850,oscars,best_actress,Peyton Place,Lana Turner,1957
851,oscars,best_actress,Separate Tables,Deborah Kerr,1958
852,oscars,best_actress,Some Came Running,Shirley MacLaine,1958
853,oscars,best_actress,Auntie Mame,Rosalind Russell,1958
854,oscars,best_actress,Cat on a Hot Tin Roof,Elizabeth Taylor,1958
855,oscars,best_actress,Pillow Talk,Doris Day,1959
856,oscars,best_actress,The Nun's Story,Audrey Hepburn,1959
857,oscars,best_actress,"Suddenly, Last Summer",Katharine Hepburn,1959
858,oscars,best_actress,,Elizabeth Taylor,1959
859,oscars,best_actress,Sunrise at Campobello,Greer Garson,1960
860,oscars,best_actress,The Sundowners,Deborah Kerr,1960
861,oscars,best_actress,The Apartment,Shirley MacLaine,1960
862,oscars,best_actress,Never on Sunday,Melina Mercouri,1960
863,oscars,best_actress,Breakfast at Tiffany's,Audrey Hepburn,1961
864,oscars,best_actress,The Hustler,Piper Laurie,1961
865,oscars,best_actress,Summer and Smoke,Geraldine Page,1961
866,oscars,best_actress,Splendor in the Grass,Natalie Wood,1961
867,oscars,best_actress,What Ever Happened to Baby Jane?,Bette Davis,1962
868,oscars,best_actress,Long Day's Journey into Night,Katharine Hepburn,1962
869,oscars,best_actress,Sweet Bird of Youth,Geraldine Page,1962
870,oscars,best_actress,Days of Wine and Roses,Lee Remick,1962
871,oscars,best_actress,The L-Shaped Room,Leslie Caron,1963
872,oscars,best_actress,Irma la Douce,Shirley MacLaine,1963
873,oscars,best_actress,This Sporting Life,Rachel Roberts,1963
874,oscars,best_actress,Love with the Proper Stranger,Natalie Wood,1963
875,oscars,best_actress,The Pumpkin Eater,Anne Bancroft,1964
876,oscars,best_actress,Marriage Italian Style,Sophia Loren,1964
877,oscars,best_actress,The Unsinkable Molly Brown,Debbie Reynolds,1964
878,oscars,best_actress,Séance on a Wet Afternoon,Kim Stanley,1964
879,oscars,best_actress,The Sound of Music,Julie Andrews,1965
880,oscars,best_actress,The Collector,Samantha Eggar,1965
881,oscars,best_actress,A Patch of Blue,Elizabeth Hartman,1965
882,oscars,best_actress,Ship of Fools,Simone Signoret,1965
883,oscars,best_actress,A Man and a Woman,Anouk Aimée,1966
884,oscars,best_actress,The Shop on Main Street,Ida Kamińska,1966
885,oscars,best_actress,Georgy Girl,Lynn Redgrave,1966
886,oscars,best_actress,Morgan!,Vanessa Redgrave,1966
887,oscars,best_actress,The Graduate,Anne Bancroft,1967
888,oscars,best_actress,Bonnie and Clyde,Faye Dunaway,1967
889,oscars,best_actress,The Whisperers,Edith Evans,1967
890,oscars,best_actress,Wait Until Dark,Audrey Hepburn,1967
891,oscars,best_actress,Funny Girl,Barbra Streisand,1968
892,oscars,best_actress,The Subject Was Roses,Patricia Neal,1968
893,oscars,best_actress,Isadora,Vanessa Redgrave,1968
894,oscars,best_actress,"Rachel, Rachel",Joanne Woodward,1968
895,oscars,best_actress,Anne of the Thousand Days,Geneviève Bujold,1969
896,oscars,best_actress,"They Shoot Horses, Don't They?",Jane Fonda,1969
897,oscars,best_actress,The Sterile Cuckoo,Liza Minnelli,1969
898,oscars,best_actress,The Happy Ending,Jean Simmons,1969
899,oscars,best_actress,The Great White Hope,Jane Alexander,1970
900,oscars,best_actress,Love Story,Ali MacGraw,1970
901,oscars,best_actress,Ryan's Daughter,Sarah Miles,1970
902,oscars,best_actress,Diary of a Mad Housewife,Carrie Snodgress,1970
903,oscars,best_actress,McCabe & Mrs. Miller,Julie Christie,1971
904,oscars,best_actress,Sunday Bloody Sunday,Glenda Jackson,1971
905,oscars,best_actress,"Mary, Queen of Scots",Vanessa Redgrave,1971
906,oscars,best_actress,Nicholas and Alexandra,Janet Suzman,1971
907,oscars,best_actress,Lady Sings the Blues,Diana Ross,1972
908,oscars,best_actress,Travels with My Aunt,Maggie Smith,1972
909,oscars,best_actress,Sounder,Cicely Tyson,1972
910,oscars,best_actress,The Emigrants,Liv Ullmann,1972
911,oscars,best_actress,The Exorcist,Ellen Burstyn,1973
912,oscars,best_actress,Cinderella Liberty,Marsha Mason,1973
913,oscars,best_actress,The Way We Were,Barbra Streisand,1973
914,oscars,best_actress,"Summer Wishes, Winter Dreams",Joanne Woodward,1973
915,oscars,best_actress,Claudine,Diahann Carroll,1974
916,oscars,best_actress,Chinatown,Faye Dunaway,1974
917,oscars,best_actress,Lenny,Valerie Perrine,1974
918,oscars,best_actress,A Woman Under the Influence,Gena Rowlands,1974
919,oscars,best_actress,The Story of Adele H.,Isabelle Adjani,1975
920,oscars,best_actress,Tommy,Ann-Margret,1975
921,oscars,best_actress,Hedda,Glenda Jackson,1975
922,oscars,best_actress,Hester Street,Carol Kane,1975
923,oscars,best_actress,Cousin Cousine,Marie-Christine Barrault,1976
924,oscars,best_actress,Rocky,Talia Shire,1976
925,oscars,best_actress,Carrie,Sissy Spacek,1976
926,oscars,best_actress,Face to Face,Liv Ullmann,1976
927,oscars,best_actress,The Turning Point,Anne Bancroft,1977
928,oscars,best_actress,Julia,Jane Fonda,1977
929,oscars,best_actress,The Turning Point,Shirley MacLaine,1977
930,oscars,best_actress,The Goodbye Girl,Marsha Mason,1977
931,oscars,best_actress,Autumn Sonata,Ingrid Bergman,1978
932,oscars,best_actress,"Same Time, Next Year",Ellen Burstyn,1978
933,oscars,best_actress,An Unmarried Woman,Jill Clayburgh,1978
934,oscars,best_actress,Interiors,Geraldine Page,1978
935,oscars,best_actress,Starting Over,Jill Clayburgh,1979
936,oscars,best_actress,The China Syndrome,Jane Fonda,1979
937,oscars,best_actress,Chapter Two,Marsha Mason,1979
938,oscars,best_actress,The Rose,Bette Midler,1979
939,oscars,best_actress,Resurrection,Ellen Burstyn,1980
940,oscars,best_actress,Private Benjamin,Goldie Hawn,1980
941,oscars,best_actress,Ordinary People,Mary Tyler Moore,1980
942,oscars,best_actress,Gloria,Gena Rowlands,1980
943,oscars,best_actress,Reds,Diane Keaton,1981
944,oscars,best_actress,Only When I Laugh,Marsha Mason,1981
945,oscars,best_actress,Atlantic City,Susan Sarandon,1981
946,oscars,best_actress,The French Lieutenant's Woman,Meryl Streep,1981
947,oscars,best_actress,Victor/Victoria,Julie Andrews,1982
948,oscars,best_actress,Frances,Jessica Lange,1982
949,oscars,best_actress,Missing,Sissy Spacek,1982
950,oscars,best_actress,An Officer and a Gentleman,Debra Winger,1982
951,oscars,best_actress,Testament,Jane Alexander,1983
952,oscars,best_actress,Silkwood,Meryl Streep,1983
953,oscars,best_actress,Educating Rita,Julie Walters,1983
954,oscars,best_actress,Terms of Endearment,Debra Winger,1983
955,oscars,best_actress,A Passage to India,Judy Davis,1984
956,oscars,best_actress,Country,Jessica Lange,1984
957,oscars,best_actress,The Bostonians,Vanessa Redgrave,1984
958,oscars,best_actress,The River,Sissy Spacek,1984
959,oscars,best_actress,Agnes of God,Anne Bancroft,1985
960,oscars,best_actress,The Color Purple,Whoopi Goldberg,1985
961,oscars,best_actress,Sweet Dreams,Jessica Lange,1985
962,oscars,best_actress,Out of Africa,Meryl Streep,1985
963,oscars,best_actress,The Morning After,Jane Fonda,1986
964,oscars,best_actress,Crimes of the Heart,Sissy Spacek,1986
965,oscars,best_actress,Peggy Sue Got Married,Kathleen Turner,1986
966,oscars,best_actress,Aliens,Sigourney Weaver,1986
967,oscars,best_actress,Fatal Attraction,Glenn Close,1987
968,oscars,best_actress,Broadcast News,Holly Hunter,1987
969,oscars,best_actress,Anna,Sally Kirkland,1987
970,oscars,best_actress,Ironweed,Meryl Streep,1987
971,oscars,best_actress,Dangerous Liaisons,Glenn Close,1988
972,oscars,best_actress,Working Girl,Melanie Griffith,1988
973,oscars,best_actress,A Cry in the Dark,Meryl Streep,1988
974,oscars,best_actress,Gorillas in the Mist,Sigourney Weaver,1988
975,oscars,best_actress,Camille Claudel,Isabelle Adjani,1989
976,oscars,best_actress,Shirley Valentine,Pauline Collins,1989
977,oscars,best_actress,Music Box,Jessica Lange,1989
